reading_id,sensor_id,sensor_code,sensor_type,datetime,value,raw_value,alert_level,data_quality_score,rate_of_change,noise_level,temperature_c,transmission_mode
18617,195,SNS0195,Piezometer,2024-02-16 14:15:24,82.813,84.74,Normal,0.928,0.86,1.262,-34.1,Satellite
18618,22,SNS0022,Piezometer,2019-12-24 06:27:24,59.415,59.725,Warning,0.828,3.02,0.653,-18.1,4G
18619,289,SNS0289,Crack Gauge,2021-04-11 21:24:27,29.587,30.591,Warning,0.979,4.69,0.359,11.2,Manual
18620,262,SNS0262,Seismograph,2023-02-22 20:03:37,41.011,39.467,Warning,0.954,0.73,1.374,44.2,WiFi
18621,1,SNS0001,Piezometer,2024-04-16 09:48:32,9.743,9.959,Critical,0.875,3.75,0.009,-25.4,Satellite
18622,255,SNS0255,Accelerometer,2019-07-19 04:24:28,29.2,27.823,Normal,0.845,0.27,0.398,-3.4,4G
18623,142,SNS0142,GNSS,2022-04-28 18:15:29,7.847,7.9,Critical,0.843,1.88,1.657,-5.2,4G
18624,176,SNS0176,Extensometer,2021-03-24 09:35:39,25.413,25.564,Warning,0.876,2.56,0.426,14.6,Satellite
18625,31,SNS0031,Extensometer,2018-09-19 17:03:49,58.626,57.38,Warning,0.961,3.48,1.866,-38.4,Satellite
18626,118,SNS0118,Soil Moisture,2022-08-13 16:16:10,25.087,24.902,Normal,0.982,4.57,1.451,-1.9,WiFi
18627,149,SNS0149,Soil Moisture,2018-05-19 15:20:56,61.515,63.017,Fault,0.88,4.65,1.092,73.9,4G
18628,57,SNS0057,Inclinometer,2024-12-20 17:40:56,7.724,7.354,Warning,0.911,2.82,1.106,6.4,Manual
18629,2,SNS0002,Piezometer,2020-07-29 17:03:29,41.766,40.831,Fault,0.935,3.47,0.63,41.7,Satellite
18630,185,SNS0185,Extensometer,2022-12-29 15:16:09,66.336,63.711,Normal,0.826,4.35,1.775,24.4,4G
18631,152,SNS0152,Soil Moisture,2024-04-01 17:27:49,94.268,98.169,Critical,0.915,3.78,1.992,-13.3,LoRa
18632,136,SNS0136,Soil Moisture,2023-06-01 03:36:27,12.985,12.655,Normal,0.939,1.29,0.523,64.4,4G
18633,26,SNS0026,Rain Gauge,2018-04-06 02:01:32,74.236,71.466,Fault,0.969,3.08,0.531,-5.0,WiFi
18634,105,SNS0105,Crack Gauge,2021-12-28 08:36:50,81.013,79.742,Fault,0.967,1.5,0.013,38.3,Manual
18635,81,SNS0081,Tiltmeter,2021-09-19 02:56:00,35.416,35.031,Normal,0.932,3.28,0.889,58.9,Manual
18636,124,SNS0124,Soil Moisture,2019-01-14 07:20:44,45.133,44.495,Normal,0.847,2.96,1.257,36.6,WiFi
18637,28,SNS0028,GNSS,2019-12-28 18:09:36,29.701,29.094,Critical,0.914,1.81,0.459,71.8,4G
18638,126,SNS0126,Soil Moisture,2022-01-24 18:32:37,52.683,53.305,Warning,0.882,2.01,1.218,-6.4,Manual
18639,107,SNS0107,Extensometer,2024-08-02 23:18:24,29.678,28.551,Normal,0.841,0.42,0.939,47.8,Manual
18640,223,SNS0223,Extensometer,2020-11-19 01:44:17,13.756,13.408,Normal,0.884,4.94,1.929,32.8,WiFi
18641,88,SNS0088,Extensometer,2018-07-17 22:00:49,96.886,99.994,Warning,0.817,1.94,1.38,-32.2,LoRa
18642,223,SNS0223,Extensometer,2024-04-22 10:05:13,12.635,12.977,Fault,0.88,3.22,1.451,72.7,WiFi
18643,42,SNS0042,GNSS,2023-10-25 12:51:46,64.45,62.768,Normal,0.814,1.78,0.892,60.4,Manual
18644,250,SNS0250,Crack Gauge,2019-05-12 13:25:51,45.557,47.596,Normal,0.806,3.34,1.899,14.9,WiFi
18645,174,SNS0174,Rain Gauge,2024-06-27 09:51:18,28.682,29.75,Normal,0.864,1.21,0.379,-16.1,LoRa
18646,1,SNS0001,Piezometer,2019-06-18 04:13:51,70.954,68.148,Warning,0.828,1.25,0.626,62.8,WiFi
18647,279,SNS0279,Crack Gauge,2018-03-07 06:14:47,64.278,67.254,Critical,0.954,4.32,1.284,2.4,Manual
18648,137,SNS0137,Rain Gauge,2019-05-26 21:35:15,28.217,27.556,Fault,0.943,0.11,0.922,-12.9,WiFi
18649,232,SNS0232,Accelerometer,2023-06-30 10:59:20,76.75,75.84,Normal,0.941,1.7,1.512,16.9,WiFi
18650,235,SNS0235,Inclinometer,2023-11-12 06:17:23,88.12,90.843,Normal,0.874,1.5,1.549,-0.9,Satellite
18651,73,SNS0073,GNSS,2024-09-08 07:26:00,99.325,98.967,Normal,0.848,3.83,0.185,61.1,WiFi
18652,273,SNS0273,Rain Gauge,2023-06-29 13:03:00,27.189,26.619,Normal,0.874,0.36,0.48,37.8,4G
18653,27,SNS0027,Extensometer,2024-11-07 18:12:41,96.905,100.896,Fault,0.843,1.68,0.532,-27.1,LoRa
18654,105,SNS0105,Crack Gauge,2024-01-25 06:25:28,69.443,72.214,Critical,0.968,2.35,1.389,-11.7,LoRa
18655,219,SNS0219,Piezometer,2022-12-16 09:40:00,93.513,97.73,Normal,0.84,3.03,0.534,-34.5,Satellite
18656,132,SNS0132,Extensometer,2020-03-24 23:28:14,26.904,27.614,Fault,0.923,3.13,1.282,14.1,4G
18657,29,SNS0029,Crack Gauge,2023-08-05 17:17:51,76.119,74.484,Normal,0.804,4.35,0.224,22.5,WiFi
18658,110,SNS0110,Crack Gauge,2022-10-10 21:48:41,43.289,44.803,Critical,0.808,1.14,1.635,1.6,WiFi
18659,264,SNS0264,Rain Gauge,2023-04-21 17:06:18,13.778,13.361,Warning,0.913,1.24,0.332,64.5,Satellite
18660,118,SNS0118,Soil Moisture,2023-01-17 17:32:14,93.878,91.077,Normal,0.978,2.05,0.552,-25.8,WiFi
18661,28,SNS0028,GNSS,2020-11-16 21:53:38,57.435,59.641,Fault,0.825,2.74,0.452,58.4,Satellite
18662,191,SNS0191,Crack Gauge,2019-11-27 19:20:26,21.616,21.259,Critical,0.872,1.06,1.163,-33.1,LoRa
18663,75,SNS0075,GNSS,2021-09-16 02:58:49,13.332,13.635,Warning,0.931,4.92,1.15,60.8,Manual
18664,121,SNS0121,Extensometer,2021-06-28 05:12:59,95.828,95.62,Warning,0.964,2.25,1.79,5.7,4G
18665,55,SNS0055,Piezometer,2023-11-17 02:41:45,43.727,44.536,Normal,0.818,2.84,1.804,54.1,Manual
18666,92,SNS0092,Extensometer,2018-08-21 22:17:16,65.887,63.365,Fault,0.967,2.23,0.643,66.3,Satellite
18667,230,SNS0230,Extensometer,2022-06-24 10:26:59,64.501,63.854,Warning,0.982,2.93,0.579,43.0,LoRa
18668,290,SNS0290,Extensometer,2024-04-28 20:10:24,77.888,80.773,Critical,0.957,1.86,1.624,40.2,4G
18669,202,SNS0202,Rain Gauge,2020-04-03 12:37:16,41.868,43.439,Normal,0.933,2.25,1.12,22.8,Manual
18670,300,SNS0300,Rain Gauge,2018-10-02 21:38:26,39.781,41.608,Critical,0.947,3.88,0.89,25.3,4G
18671,175,SNS0175,Seismograph,2021-03-08 04:29:12,91.904,90.055,Normal,0.834,3.86,0.998,60.8,4G
18672,225,SNS0225,Inclinometer,2021-12-29 00:20:42,39.937,41.556,Warning,0.996,0.53,1.604,-23.5,Satellite
18673,131,SNS0131,Inclinometer,2024-03-08 14:11:31,68.732,66.613,Warning,0.816,4.37,1.98,46.9,LoRa
18674,159,SNS0159,Inclinometer,2020-04-08 06:22:24,42.983,41.401,Fault,0.853,3.79,0.37,43.4,Satellite
18675,179,SNS0179,Crack Gauge,2022-09-15 07:32:55,52.785,53.178,Fault,0.887,1.72,1.314,-33.6,4G
18676,45,SNS0045,GNSS,2022-01-21 22:48:25,51.565,52.714,Fault,0.825,4.8,1.613,-6.9,Manual
18677,246,SNS0246,Inclinometer,2022-12-17 09:24:44,47.988,49.646,Fault,0.809,2.46,1.608,33.6,Satellite
18678,111,SNS0111,Soil Moisture,2023-12-04 16:46:45,62.273,62.653,Fault,0.965,3.8,1.599,-34.9,WiFi
18679,35,SNS0035,Accelerometer,2019-01-12 18:28:57,58.372,60.626,Normal,0.877,0.28,0.543,31.6,Satellite
18680,52,SNS0052,Tiltmeter,2019-08-21 06:12:33,1.68,1.625,Warning,0.811,1.62,0.884,9.5,WiFi
18681,46,SNS0046,Rain Gauge,2018-07-31 05:37:09,59.244,57.456,Critical,0.838,4.93,0.509,17.6,LoRa
18682,62,SNS0062,Piezometer,2023-05-02 19:16:04,81.916,83.157,Critical,0.839,3.82,0.767,-25.9,4G
18683,205,SNS0205,Piezometer,2020-10-27 09:44:57,53.301,55.058,Critical,0.853,2.13,1.401,-22.4,Satellite
18684,71,SNS0071,Soil Moisture,2022-11-03 13:06:46,51.989,49.54,Critical,0.932,0.99,0.205,7.2,LoRa
18685,237,SNS0237,Inclinometer,2020-02-25 11:42:09,6.152,6.386,Critical,0.815,1.32,1.954,50.9,WiFi
18686,296,SNS0296,Accelerometer,2019-01-14 03:37:57,5.08,5.319,Fault,0.982,3.08,1.133,77.2,4G
18687,294,SNS0294,Piezometer,2023-08-13 20:15:41,85.086,83.841,Normal,0.849,4.08,1.294,-7.7,WiFi
18688,201,SNS0201,Soil Moisture,2023-04-30 18:19:15,11.232,11.214,Warning,0.858,1.62,1.351,71.7,LoRa
18689,194,SNS0194,Crack Gauge,2022-07-18 17:06:08,77.968,79.763,Normal,0.813,0.43,0.086,3.9,Manual
18690,2,SNS0002,Piezometer,2020-03-02 18:38:58,78.552,80.075,Warning,0.811,4.15,1.478,22.2,WiFi
18691,278,SNS0278,GNSS,2021-01-25 11:03:56,81.696,81.097,Critical,0.828,4.4,1.566,39.7,4G
18692,105,SNS0105,Crack Gauge,2022-01-28 22:44:14,21.673,21.226,Fault,0.94,3.19,0.102,18.5,LoRa
18693,237,SNS0237,Inclinometer,2019-05-28 08:12:07,19.919,19.03,Fault,0.867,4.42,0.056,33.8,LoRa
18694,115,SNS0115,Extensometer,2019-10-25 06:53:44,85.516,81.844,Fault,0.935,2.32,0.175,2.9,LoRa
18695,114,SNS0114,Piezometer,2019-03-11 08:34:50,71.929,71.071,Critical,0.877,3.88,0.303,1.8,Satellite
18696,126,SNS0126,Soil Moisture,2020-12-21 07:40:37,0.493,0.494,Normal,0.906,4.06,0.105,-31.7,Satellite
18697,265,SNS0265,Inclinometer,2022-08-09 00:07:45,90.721,93.597,Fault,0.824,3.84,1.486,-17.3,WiFi
18698,280,SNS0280,Soil Moisture,2023-03-28 21:29:47,5.531,5.607,Critical,0.884,2.18,0.181,43.1,Manual
18699,281,SNS0281,Accelerometer,2022-11-23 07:47:14,98.314,101.775,Fault,0.855,2.72,1.508,-19.2,Manual
18700,160,SNS0160,Soil Moisture,2023-12-12 18:26:09,99.479,96.79,Warning,0.809,3.98,1.779,30.6,Satellite
18701,210,SNS0210,Soil Moisture,2022-07-29 23:26:14,46.659,48.85,Fault,0.851,0.9,1.785,48.2,WiFi
18702,293,SNS0293,Tiltmeter,2021-05-05 08:46:05,49.228,49.953,Critical,0.942,0.8,0.126,10.2,Manual
18703,120,SNS0120,Accelerometer,2023-09-03 22:19:34,34.646,33.642,Normal,0.825,4.38,1.813,-6.2,4G
18704,84,SNS0084,Rain Gauge,2020-01-17 10:50:09,66.686,67.25,Warning,0.948,3.56,0.83,60.6,Manual
18705,244,SNS0244,Inclinometer,2021-10-24 01:51:01,66.253,67.279,Fault,0.91,3.95,1.831,-32.1,LoRa
18706,121,SNS0121,Extensometer,2024-01-25 18:32:25,27.596,28.2,Fault,0.916,4.95,0.381,-6.2,LoRa
18707,172,SNS0172,Rain Gauge,2024-12-22 10:46:05,3.47,3.553,Warning,0.853,1.76,1.97,-26.1,WiFi
18708,255,SNS0255,Accelerometer,2022-11-07 09:10:33,70.316,73.387,Warning,0.98,2.77,1.997,-29.7,Manual
18709,170,SNS0170,Tiltmeter,2023-09-29 06:33:06,36.125,37.299,Fault,0.898,2.87,1.117,77.5,WiFi
18710,122,SNS0122,Tiltmeter,2024-06-01 12:19:33,40.706,40.72,Normal,0.919,3.89,0.924,70.0,Satellite
18711,46,SNS0046,Rain Gauge,2021-05-12 23:23:32,95.589,93.227,Warning,0.932,0.6,1.568,58.2,Satellite
18712,290,SNS0290,Extensometer,2018-06-15 03:25:45,59.77,59.759,Fault,0.94,0.43,0.498,75.9,WiFi
18713,171,SNS0171,Extensometer,2022-03-10 15:15:19,18.017,17.543,Critical,0.851,2.8,0.9,-33.4,4G
18714,208,SNS0208,Rain Gauge,2022-07-13 15:17:40,43.863,45.478,Normal,0.925,3.42,1.713,62.7,Manual
18715,287,SNS0287,Seismograph,2021-05-10 19:36:58,23.457,24.074,Fault,0.982,3.1,1.167,40.7,4G
18716,259,SNS0259,Rain Gauge,2022-04-16 07:07:56,45.516,43.759,Warning,0.943,2.82,0.774,52.0,WiFi
18717,213,SNS0213,Soil Moisture,2024-07-12 18:37:35,58.032,59.623,Warning,0.89,2.36,0.875,1.4,4G
18718,247,SNS0247,Accelerometer,2022-04-13 17:45:37,63.189,63.169,Critical,0.96,3.64,0.874,37.9,Satellite
18719,2,SNS0002,Piezometer,2024-09-03 08:20:57,96.276,91.999,Fault,0.817,2.43,1.149,-15.2,4G
18720,188,SNS0188,Soil Moisture,2024-04-02 22:24:14,74.628,78.025,Warning,0.8,2.51,0.864,65.9,WiFi
18721,3,SNS0003,Seismograph,2023-08-07 07:10:37,42.005,40.746,Critical,0.969,3.18,0.646,-25.7,Satellite
18722,91,SNS0091,Tiltmeter,2018-07-09 10:50:44,12.421,12.45,Normal,0.858,4.82,0.779,-38.0,Manual
18723,19,SNS0019,Tiltmeter,2024-11-04 00:42:57,48.124,47.35,Fault,0.936,2.58,0.334,-37.7,Satellite
18724,155,SNS0155,Rain Gauge,2021-10-17 09:34:12,55.437,53.582,Critical,0.836,2.5,0.419,38.3,LoRa
18725,94,SNS0094,Piezometer,2023-05-25 10:29:34,28.209,28.476,Normal,0.896,2.49,1.577,19.9,Manual
18726,40,SNS0040,Seismograph,2023-12-27 09:40:21,15.181,14.977,Critical,0.895,1.38,0.272,2.4,Manual
18727,158,SNS0158,Inclinometer,2023-05-29 22:13:31,6.494,6.248,Fault,0.896,2.32,0.107,-20.1,LoRa
18728,106,SNS0106,Seismograph,2024-07-10 16:41:09,68.981,72.08,Warning,0.995,0.65,0.258,40.0,Manual
18729,70,SNS0070,Extensometer,2024-05-19 00:23:37,30.685,30.995,Critical,0.813,0.29,0.437,12.8,LoRa
18730,248,SNS0248,Extensometer,2019-11-20 10:19:20,0.2,0.197,Critical,0.984,0.29,1.445,-26.7,WiFi
18731,174,SNS0174,Rain Gauge,2020-05-28 23:20:31,65.896,68.74,Fault,0.902,2.91,0.988,53.0,LoRa
18732,127,SNS0127,Inclinometer,2020-07-22 02:48:43,76.74,78.729,Warning,0.814,4.51,1.63,-13.9,LoRa
18733,138,SNS0138,Crack Gauge,2021-12-11 13:12:19,83.198,80.211,Critical,0.977,0.37,1.539,-10.0,Satellite
18734,101,SNS0101,Tiltmeter,2024-10-06 07:37:31,68.62,69.598,Critical,0.877,4.47,0.924,10.5,LoRa
18735,70,SNS0070,Extensometer,2018-11-26 22:47:53,77.185,76.326,Normal,0.992,1.58,0.239,-11.8,Manual
18736,211,SNS0211,Rain Gauge,2023-04-19 09:49:38,4.744,4.533,Normal,0.851,4.08,0.495,43.5,WiFi
18737,300,SNS0300,Rain Gauge,2018-04-06 08:03:29,96.285,99.037,Normal,0.907,0.83,0.772,-39.2,4G
18738,101,SNS0101,Tiltmeter,2023-09-23 11:52:20,78.447,78.632,Warning,0.887,1.62,0.098,28.4,Satellite
18739,137,SNS0137,Rain Gauge,2018-05-14 05:21:38,22.667,23.732,Warning,0.945,3.32,0.214,-13.4,LoRa
18740,34,SNS0034,Accelerometer,2023-04-20 15:50:11,66.774,66.158,Normal,0.961,2.79,1.315,4.6,WiFi
18741,180,SNS0180,Inclinometer,2019-02-10 00:58:03,12.18,12.719,Normal,0.967,3.42,0.771,-36.1,LoRa
18742,64,SNS0064,Seismograph,2022-09-12 17:27:48,80.604,84.02,Fault,0.887,0.22,0.47,62.1,Manual
18743,114,SNS0114,Piezometer,2024-03-30 02:53:55,8.666,8.778,Critical,0.941,2.27,0.027,-4.6,Manual
18744,103,SNS0103,Crack Gauge,2024-10-30 03:21:52,98.383,97.185,Critical,0.946,1.58,0.419,-28.5,WiFi
18745,69,SNS0069,Extensometer,2018-12-18 23:41:10,71.519,70.452,Critical,0.855,2.6,0.88,7.5,WiFi
18746,113,SNS0113,Soil Moisture,2018-11-16 06:35:01,40.475,40.453,Fault,0.819,0.41,0.94,35.5,4G
18747,291,SNS0291,Inclinometer,2022-01-27 18:09:48,47.643,49.405,Normal,0.864,1.15,0.215,41.2,4G
18748,100,SNS0100,Rain Gauge,2022-08-18 04:52:22,2.918,3.031,Normal,0.851,3.97,1.31,17.8,LoRa
18749,216,SNS0216,Inclinometer,2024-06-27 00:48:33,17.171,17.752,Warning,0.902,2.11,1.914,25.8,LoRa
18750,122,SNS0122,Tiltmeter,2023-01-05 02:00:10,49.94,51.42,Normal,0.987,1.86,0.025,36.6,WiFi
18751,23,SNS0023,Rain Gauge,2020-11-13 13:50:36,47.845,46.189,Normal,0.816,4.16,0.543,-5.1,Manual
18752,102,SNS0102,Crack Gauge,2018-09-12 03:43:54,82.921,81.793,Fault,0.915,4.1,1.511,-18.0,LoRa
18753,186,SNS0186,Accelerometer,2021-12-03 22:58:46,70.161,67.998,Critical,0.836,3.45,0.603,-28.2,Manual
18754,1,SNS0001,Piezometer,2020-07-06 07:10:34,1.083,1.052,Critical,0.987,0.26,0.672,-32.0,4G
18755,57,SNS0057,Inclinometer,2018-06-27 22:42:36,96.086,93.547,Normal,0.968,4.42,1.563,26.8,Manual
18756,4,SNS0004,Accelerometer,2018-08-17 21:58:13,29.835,29.385,Warning,0.809,0.24,0.968,-10.7,4G
18757,171,SNS0171,Extensometer,2020-08-06 18:08:56,7.192,7.142,Critical,0.904,4.36,1.136,-1.3,LoRa
18758,131,SNS0131,Inclinometer,2020-02-08 22:53:59,62.483,64.343,Normal,0.851,0.68,0.311,40.4,4G
18759,147,SNS0147,Rain Gauge,2022-09-05 01:55:52,84.024,87.237,Fault,0.899,1.02,1.559,-10.7,Manual
18760,46,SNS0046,Rain Gauge,2020-12-21 19:44:09,63.221,62.893,Fault,0.901,2.67,0.353,28.0,4G
18761,51,SNS0051,Accelerometer,2019-06-26 14:42:08,76.249,72.95,Normal,0.868,0.14,0.939,40.4,4G
18762,82,SNS0082,Extensometer,2024-03-18 09:16:27,40.918,38.879,Fault,0.911,0.63,1.286,-2.6,4G
18763,248,SNS0248,Extensometer,2024-07-23 10:07:57,73.281,69.994,Fault,0.908,4.38,0.464,-9.4,Manual
18764,131,SNS0131,Inclinometer,2023-10-28 22:06:28,61.532,63.103,Warning,0.942,1.35,1.464,-34.7,WiFi
18765,165,SNS0165,Extensometer,2020-12-29 01:10:57,13.354,13.569,Critical,0.835,0.88,0.108,2.3,Manual
18766,19,SNS0019,Tiltmeter,2023-11-18 01:34:47,44.807,42.892,Warning,0.853,0.34,0.174,62.2,LoRa
18767,282,SNS0282,Extensometer,2022-11-05 10:15:07,37.975,36.952,Critical,0.929,4.44,1.39,66.4,Manual
18768,274,SNS0274,Soil Moisture,2022-04-22 20:29:41,56.516,58.849,Warning,0.993,0.51,1.745,-3.3,4G
18769,97,SNS0097,Inclinometer,2022-04-12 06:33:07,31.974,32.88,Normal,0.932,3.3,1.593,20.9,Manual
18770,271,SNS0271,Extensometer,2021-04-29 06:01:29,72.703,74.961,Critical,0.987,2.72,1.518,-36.1,4G
18771,35,SNS0035,Accelerometer,2019-06-21 22:29:53,59.684,60.275,Critical,0.885,1.0,1.559,-33.8,LoRa
18772,96,SNS0096,GNSS,2021-07-15 00:12:00,19.724,19.464,Normal,0.838,0.41,1.917,-21.5,Satellite
18773,162,SNS0162,Piezometer,2020-03-08 15:27:43,5.789,5.946,Warning,0.994,2.23,1.502,45.7,4G
18774,107,SNS0107,Extensometer,2019-10-28 07:22:19,41.655,42.593,Warning,0.842,0.97,1.362,11.7,Manual
18775,227,SNS0227,Soil Moisture,2024-09-12 08:34:15,98.785,103.722,Fault,0.942,0.17,0.059,25.2,WiFi
18776,103,SNS0103,Crack Gauge,2024-01-20 09:33:47,3.606,3.469,Critical,0.947,1.26,0.886,-22.2,Manual
18777,188,SNS0188,Soil Moisture,2021-01-30 10:56:02,27.857,29.153,Normal,0.902,0.95,1.987,-10.8,Manual
18778,268,SNS0268,Crack Gauge,2019-11-21 03:46:51,58.299,55.701,Normal,0.973,4.92,1.513,76.2,Satellite
18779,282,SNS0282,Extensometer,2021-02-06 12:20:24,13.736,13.115,Fault,0.871,2.8,0.277,38.7,LoRa
18780,74,SNS0074,Seismograph,2018-10-19 00:36:50,25.919,25.223,Warning,0.817,1.65,0.834,79.7,LoRa
18781,264,SNS0264,Rain Gauge,2023-04-09 00:05:57,46.866,47.714,Critical,0.934,0.63,1.709,12.8,WiFi
18782,156,SNS0156,GNSS,2022-05-09 11:13:10,73.32,73.555,Normal,0.874,2.07,1.236,63.9,WiFi
18783,295,SNS0295,Soil Moisture,2020-08-02 03:11:28,82.467,79.482,Normal,0.88,2.03,1.536,14.4,Satellite
18784,125,SNS0125,Crack Gauge,2020-04-06 00:13:19,55.652,53.636,Warning,0.957,3.05,0.067,12.6,Satellite
18785,189,SNS0189,GNSS,2018-05-18 05:14:15,27.149,26.931,Fault,0.857,4.96,1.477,18.9,LoRa
18786,250,SNS0250,Crack Gauge,2020-09-18 19:55:02,94.601,98.109,Fault,0.929,3.29,1.04,-34.2,4G
18787,234,SNS0234,GNSS,2023-12-31 15:35:36,7.587,7.953,Normal,0.955,0.35,1.64,25.3,Satellite
18788,267,SNS0267,Accelerometer,2023-08-09 11:05:44,82.663,84.883,Fault,0.908,0.19,0.624,24.3,LoRa
18789,8,SNS0008,Inclinometer,2023-09-14 03:47:11,78.357,81.939,Warning,0.939,2.19,0.918,-34.1,Satellite
18790,170,SNS0170,Tiltmeter,2018-04-10 07:13:58,3.887,3.728,Normal,0.845,1.25,1.789,72.4,4G
18791,49,SNS0049,Seismograph,2023-10-23 01:19:34,19.93,20.085,Fault,0.848,1.45,1.16,54.2,WiFi
18792,204,SNS0204,Inclinometer,2020-10-13 06:08:21,24.842,25.591,Normal,0.941,2.41,0.969,-7.8,4G
18793,95,SNS0095,Tiltmeter,2023-08-28 23:31:09,79.335,82.223,Normal,0.992,1.96,0.392,78.0,Satellite
18794,188,SNS0188,Soil Moisture,2024-04-07 22:20:31,23.952,23.352,Critical,0.967,3.25,1.383,53.1,LoRa
18795,115,SNS0115,Extensometer,2021-05-27 03:19:00,73.817,73.818,Warning,0.942,2.94,1.279,59.7,Manual
18796,265,SNS0265,Inclinometer,2019-03-04 14:20:39,38.095,36.354,Critical,0.892,3.02,1.063,9.5,Satellite
18797,84,SNS0084,Rain Gauge,2023-04-16 04:56:39,3.476,3.59,Fault,0.804,3.96,0.038,-15.4,Manual
18798,182,SNS0182,GNSS,2018-04-10 09:59:30,55.196,53.868,Critical,0.81,2.97,1.558,68.8,4G
18799,8,SNS0008,Inclinometer,2019-02-11 05:57:54,20.524,21.462,Normal,0.916,3.68,0.929,-7.5,Satellite
18800,247,SNS0247,Accelerometer,2020-03-06 04:33:15,0.133,0.133,Fault,0.999,2.36,0.412,3.9,4G
18801,60,SNS0060,Seismograph,2021-11-14 08:35:19,65.275,67.517,Fault,0.889,0.3,0.185,30.4,Satellite
18802,230,SNS0230,Extensometer,2020-12-06 17:48:37,9.171,9.527,Critical,0.857,3.87,1.93,79.1,WiFi
18803,37,SNS0037,Tiltmeter,2022-09-05 01:47:31,5.248,5.408,Warning,0.88,3.01,0.95,44.6,LoRa
18804,296,SNS0296,Accelerometer,2019-08-20 03:54:46,10.108,10.3,Warning,0.84,4.85,0.496,-17.3,Manual
18805,87,SNS0087,Accelerometer,2024-01-26 13:38:13,7.849,8.085,Fault,0.855,0.91,0.207,44.5,WiFi
18806,189,SNS0189,GNSS,2024-11-27 10:12:26,61.262,62.651,Fault,0.927,0.39,1.076,70.0,LoRa
18807,135,SNS0135,Inclinometer,2022-11-26 15:06:18,54.637,54.128,Normal,0.985,4.45,0.011,2.7,Satellite
18808,11,SNS0011,Seismograph,2020-06-02 22:22:08,86.071,85.769,Warning,0.862,0.91,1.376,71.8,Satellite
18809,160,SNS0160,Soil Moisture,2018-05-09 16:30:38,24.768,25.853,Normal,0.994,2.11,1.128,49.4,WiFi
18810,232,SNS0232,Accelerometer,2024-12-17 02:36:35,88.694,85.4,Warning,0.875,3.54,0.143,32.9,Satellite
18811,6,SNS0006,Crack Gauge,2019-04-30 06:06:06,16.239,16.771,Critical,0.828,4.33,0.367,-22.7,LoRa
18812,39,SNS0039,Crack Gauge,2022-02-10 13:44:14,77.412,81.084,Normal,0.832,3.91,0.412,33.1,LoRa
18813,184,SNS0184,Rain Gauge,2022-10-21 16:58:02,62.237,65.331,Critical,0.815,4.2,1.587,18.8,WiFi
18814,67,SNS0067,Extensometer,2024-06-18 11:05:33,42.916,44.005,Fault,0.884,2.9,0.332,-15.9,4G
18815,233,SNS0233,GNSS,2019-11-17 00:59:44,50.23,51.312,Warning,0.988,1.85,0.446,-0.7,WiFi
18816,74,SNS0074,Seismograph,2020-05-12 14:12:40,56.222,56.86,Fault,0.812,4.67,0.614,28.6,Satellite
18817,119,SNS0119,Inclinometer,2022-06-15 07:15:30,79.607,76.445,Warning,0.928,4.57,0.148,-29.4,Manual
18818,266,SNS0266,Soil Moisture,2024-06-09 22:06:07,48.958,48.873,Warning,0.945,1.69,1.291,57.0,Manual
18819,193,SNS0193,Extensometer,2022-04-05 02:47:44,63.428,65.459,Fault,0.811,4.96,1.319,52.7,LoRa
18820,227,SNS0227,Soil Moisture,2024-08-04 09:40:03,70.213,68.715,Normal,0.8,4.94,0.705,-0.1,Manual
18821,240,SNS0240,Extensometer,2020-09-23 04:36:02,93.566,90.81,Normal,0.887,3.75,1.58,-25.9,WiFi
18822,271,SNS0271,Extensometer,2021-05-26 09:15:52,4.616,4.579,Critical,0.838,4.04,0.758,-0.2,Satellite
18823,156,SNS0156,GNSS,2019-05-16 19:32:37,13.533,13.399,Critical,0.861,2.93,1.242,79.1,Manual
18824,154,SNS0154,GNSS,2019-04-14 02:39:07,53.062,51.706,Normal,0.824,1.36,1.613,16.0,4G
18825,36,SNS0036,GNSS,2021-06-18 01:31:59,92.625,96.456,Fault,0.914,3.5,1.915,72.1,Satellite
18826,204,SNS0204,Inclinometer,2023-09-07 14:26:02,89.216,89.615,Fault,0.917,3.58,0.16,13.5,Satellite
18827,199,SNS0199,Seismograph,2018-05-25 15:20:13,88.376,85.915,Normal,0.925,4.65,1.497,21.6,LoRa
18828,203,SNS0203,Extensometer,2018-05-13 20:44:38,65.647,66.385,Warning,0.986,3.96,1.23,-15.6,4G
18829,249,SNS0249,Soil Moisture,2022-04-19 03:19:23,15.367,15.519,Warning,0.836,2.03,1.28,34.6,WiFi
18830,4,SNS0004,Accelerometer,2018-08-03 18:45:30,98.505,98.494,Critical,0.896,4.8,0.322,63.1,WiFi
18831,242,SNS0242,Seismograph,2023-01-17 14:11:25,16.2,16.761,Normal,0.956,0.68,1.713,28.7,4G
18832,296,SNS0296,Accelerometer,2023-06-08 01:34:46,24.048,24.56,Warning,0.933,1.12,1.488,73.6,Manual
18833,75,SNS0075,GNSS,2020-08-12 02:18:43,46.305,45.697,Fault,0.896,4.9,0.907,35.8,Satellite
18834,147,SNS0147,Rain Gauge,2018-12-20 22:26:37,91.851,89.894,Warning,0.836,3.54,1.162,52.6,LoRa
