record_id,slope_id,district_id,datetime,stream_flow_cumec,water_table_depth_m,pore_pressure_kpa,seepage_rate_mm_day,groundwater_level_change_m,catchment_area_sq_m,runoff_coefficient,baseflow_index,stream_type,channel_gradient,infiltration_rate
1702,26,28,2024-10-06 18:00:42,4206.6,0.71,94.7,6.76,1.47,8044.0,39.7,57.19,Perennial,359.3,0.026
1703,220,47,2018-04-21 09:21:38,211.3,5.58,62.1,12.85,-1.21,22290.0,94.2,34.68,Perennial,255.0,0.266
1704,366,16,2019-11-22 16:08:50,1257.4,6.39,83.2,15.87,2.41,21804.0,8.4,7.66,Perennial,397.9,0.449
1705,352,17,2022-12-07 04:51:04,3333.1,2.76,84.8,3.71,2.91,37223.0,29.6,72.05,Seasonal,60.7,0.764
1706,172,39,2022-05-11 00:25:43,1314.3,7.12,88.4,9.52,-0.43,36877.0,96.6,97.75,Seasonal,134.0,0.611
1707,25,29,2018-12-25 23:24:01,4329.7,9.38,61.1,0.95,3.2,41281.0,33.7,73.5,None,347.4,0.989
1708,405,16,2024-11-08 02:16:37,4148.2,8.2,2.5,16.15,-1.59,36884.0,42.6,6.41,None,486.1,0.204
1709,480,56,2019-06-24 14:49:00,4920.2,2.77,72.0,14.86,6.62,46263.0,49.7,55.61,Ephemeral,460.6,0.637
1710,495,40,2019-12-23 18:44:30,4978.2,2.82,28.3,14.65,1.89,9244.0,67.9,9.95,None,321.5,0.637
1711,403,60,2019-08-09 22:40:54,4512.2,5.6,68.0,17.23,1.12,48346.0,86.6,23.21,Seasonal,297.9,0.741
1712,171,46,2021-03-26 04:54:36,4764.9,5.01,1.4,13.64,0.33,15520.0,93.6,27.85,Perennial,30.4,0.176
1713,47,61,2024-11-03 07:46:29,2620.2,3.92,44.6,4.87,7.94,3938.0,82.7,2.05,Perennial,353.7,0.91
1714,371,53,2019-11-04 11:38:44,2024.8,4.01,4.2,16.77,7.55,34875.0,12.7,65.42,Perennial,425.1,0.056
1715,117,50,2018-01-01 22:06:11,3824.6,9.75,55.3,19.7,-0.21,8850.0,37.1,77.74,Perennial,82.3,0.414
1716,125,58,2021-03-19 01:32:16,2264.7,2.35,88.0,9.52,2.56,26001.0,19.5,33.13,None,170.2,0.574
1717,168,14,2020-08-30 19:44:28,2344.2,8.83,43.6,6.79,6.16,44301.0,84.3,61.15,Seasonal,92.0,0.997
1718,201,13,2023-04-13 23:27:04,259.4,9.03,95.1,7.94,8.5,6344.0,10.7,78.0,Ephemeral,176.9,0.428
1719,347,36,2020-06-05 14:53:04,836.8,8.61,88.0,2.49,-0.73,3763.0,54.0,83.0,Seasonal,477.7,0.707
1720,500,17,2021-11-25 15:11:10,1972.0,6.74,66.0,9.22,1.25,42898.0,50.9,72.45,Perennial,397.0,0.4
1721,290,18,2022-06-02 03:39:27,1980.9,2.72,81.3,1.76,1.91,13805.0,60.3,35.71,Ephemeral,377.8,0.626
1722,275,43,2021-03-02 10:36:49,1667.9,9.9,53.8,4.62,-0.14,20317.0,80.9,82.44,Ephemeral,297.3,0.227
1723,136,46,2018-07-10 00:04:17,1373.6,6.23,0.3,8.38,5.3,36964.0,95.4,69.25,None,214.9,0.4
1724,471,58,2018-03-05 04:28:56,4907.0,3.06,53.1,16.15,5.53,393.0,79.4,0.53,None,338.8,0.275
1725,95,4,2020-06-09 16:48:35,2507.8,0.2,32.6,6.92,7.06,18541.0,89.4,41.37,Seasonal,464.5,0.48
1726,37,17,2019-08-16 03:02:12,1362.2,0.73,15.8,7.86,5.13,15880.0,18.1,93.63,None,339.5,0.828
1727,28,54,2021-10-18 20:23:11,2645.2,7.11,19.0,12.78,0.79,32942.0,27.8,76.25,Perennial,234.0,0.778
1728,317,51,2019-11-04 05:33:26,4723.7,1.68,62.9,19.66,7.9,30162.0,73.1,23.92,Seasonal,12.6,0.212
1729,16,7,2022-09-09 20:21:49,4333.9,8.48,41.4,0.53,5.38,3362.0,66.2,34.89,Ephemeral,363.5,0.045
1730,120,14,2020-04-11 08:06:36,4029.6,7.2,63.2,12.35,7.07,49058.0,77.6,28.52,Ephemeral,163.5,0.729
1731,62,43,2024-04-02 17:20:07,4430.9,8.65,92.7,19.1,0.18,1438.0,58.7,70.58,None,314.0,0.412
1732,455,18,2018-07-14 02:47:39,2861.9,4.35,39.2,9.44,0.15,21784.0,91.0,50.86,Seasonal,428.1,0.065
1733,427,53,2018-06-27 20:05:07,1789.6,5.13,42.7,7.89,7.66,23212.0,94.5,0.32,Seasonal,413.5,0.436
1734,263,37,2019-05-24 22:57:34,4950.5,8.84,6.4,17.94,9.74,6128.0,32.1,62.86,Seasonal,434.7,0.344
1735,216,25,2021-06-26 01:04:02,3176.9,2.94,60.2,7.13,2.53,49167.0,61.9,68.73,Ephemeral,51.4,0.397
1736,237,13,2018-09-12 11:21:43,2573.0,9.09,1.6,8.97,3.62,737.0,83.7,98.02,Ephemeral,445.3,0.58
1737,68,40,2019-10-02 11:38:40,4491.2,3.31,75.0,12.2,8.61,21032.0,24.4,15.75,Seasonal,278.4,0.096
1738,384,16,2022-05-05 00:17:47,4129.2,9.9,82.0,18.37,1.46,47072.0,82.5,85.22,Perennial,115.0,0.51
1739,359,40,2020-01-06 06:47:56,2217.7,3.06,23.4,9.88,-1.89,19289.0,30.6,62.84,None,38.3,0.899
1740,315,31,2018-11-17 02:42:59,480.7,0.26,19.4,4.55,2.94,37296.0,70.0,85.71,Seasonal,58.8,0.385
1741,421,51,2018-07-04 13:30:50,1452.7,1.65,52.5,11.34,9.61,30437.0,31.8,61.06,None,345.8,0.542
1742,121,57,2019-04-13 19:37:02,3143.7,2.09,5.3,9.55,3.4,421.0,22.9,68.02,None,347.8,0.18
1743,51,20,2018-02-16 17:23:52,1130.8,1.19,2.3,16.97,7.25,47433.0,19.5,13.12,Seasonal,459.3,0.728
1744,233,20,2023-01-29 09:36:35,2288.9,1.09,14.7,7.26,7.86,41669.0,3.0,72.19,Ephemeral,443.8,0.169
1745,74,43,2024-05-12 04:11:08,699.9,2.48,72.0,9.26,0.91,44869.0,87.4,53.27,None,193.2,0.491
1746,32,43,2021-03-11 03:18:40,2365.6,0.98,73.6,8.78,9.2,22099.0,80.8,99.9,Perennial,54.3,0.524
1747,462,13,2021-04-19 20:44:27,184.6,3.7,69.9,5.62,4.1,32789.0,28.0,3.42,Ephemeral,248.0,0.142
1748,402,22,2022-05-07 18:31:00,2408.9,1.27,88.4,19.41,1.37,26216.0,33.2,80.73,Perennial,324.3,0.447
1749,177,17,2024-02-14 06:16:16,501.6,3.19,53.6,4.19,9.62,37016.0,75.7,31.97,None,161.7,0.841
1750,255,6,2024-09-14 00:27:51,3599.5,8.92,96.4,18.29,5.48,33926.0,12.1,14.16,Perennial,113.1,0.873
1751,379,43,2020-03-03 14:33:38,2093.6,8.85,14.2,7.76,9.0,39830.0,3.1,17.74,None,154.3,0.495
1752,381,58,2020-01-29 12:41:20,1305.4,9.54,79.1,11.9,5.28,17176.0,54.2,77.16,Perennial,254.3,0.429
1753,4,19,2020-12-03 03:24:43,391.4,4.2,63.9,6.59,0.12,24155.0,9.4,67.71,Ephemeral,272.7,0.372
1754,6,1,2020-11-19 03:37:32,4680.5,4.0,22.2,15.16,7.3,24433.0,25.4,87.24,Ephemeral,307.3,0.085
1755,252,46,2021-08-16 02:28:50,2539.1,8.79,49.4,2.35,4.02,47786.0,16.9,53.71,Ephemeral,262.9,0.501
1756,41,34,2020-09-03 02:12:35,3091.8,7.14,67.3,19.98,-1.48,34670.0,94.4,1.67,None,100.6,0.01
1757,442,7,2019-05-14 08:04:32,1490.1,6.77,79.2,18.82,8.71,27834.0,16.0,39.07,Ephemeral,345.8,0.609
1758,255,6,2019-07-29 02:34:45,2913.9,0.61,87.6,8.08,9.83,36372.0,3.4,7.9,Perennial,476.8,0.749
1759,468,11,2023-07-20 18:03:03,541.1,6.31,5.0,11.82,6.09,32042.0,47.7,72.03,None,374.4,0.301
1760,206,9,2020-10-19 05:33:22,1578.5,0.46,72.3,6.2,6.23,13656.0,10.7,6.81,Ephemeral,492.7,0.272
1761,118,39,2023-01-26 14:44:05,4145.2,1.43,21.6,16.5,7.87,535.0,83.4,25.88,Seasonal,6.7,0.624
1762,325,10,2019-05-19 15:56:23,672.0,6.16,37.3,13.53,-0.43,5681.0,18.2,23.64,Seasonal,316.9,0.391
1763,124,27,2020-02-28 04:38:40,3687.9,8.45,50.1,14.28,6.66,21890.0,19.9,87.19,Ephemeral,209.2,0.419
1764,112,20,2022-09-29 09:43:06,1322.0,4.52,24.8,18.93,4.77,35101.0,40.7,4.74,Perennial,401.4,0.213
1765,473,11,2019-11-03 18:39:10,3557.8,0.14,62.7,13.96,-0.58,7865.0,81.6,80.26,None,417.4,0.927
1766,370,41,2020-08-19 04:47:24,4924.2,4.24,60.7,5.8,3.0,20822.0,67.5,9.07,Perennial,454.9,0.93
1767,169,36,2021-09-13 08:43:11,1779.0,5.07,92.7,15.76,9.96,43499.0,88.4,52.86,Ephemeral,251.4,0.64
1768,285,41,2022-02-12 16:31:07,720.8,2.51,14.2,13.99,-1.76,5378.0,27.2,15.03,Perennial,387.2,0.61
1769,446,57,2018-07-27 04:21:53,4201.6,7.07,20.5,7.72,8.74,8984.0,86.2,17.87,Perennial,114.0,0.822
1770,10,27,2024-07-14 22:12:05,2023.5,0.66,0.4,12.71,4.96,41563.0,1.7,9.24,Perennial,99.5,0.944
1771,85,33,2018-03-25 09:06:10,2122.2,1.04,96.4,0.45,-0.38,21540.0,74.7,83.57,None,450.2,0.122
1772,63,21,2024-02-14 22:08:02,3838.2,7.12,36.2,8.67,4.55,29211.0,47.5,50.74,Seasonal,401.2,0.436
1773,43,55,2023-03-19 04:39:09,3146.8,7.12,33.0,15.0,2.65,9486.0,55.8,1.9,None,418.5,0.997
1774,252,46,2018-10-20 17:57:00,2868.3,8.19,41.7,7.54,8.73,18287.0,6.2,54.76,None,354.4,0.035
1775,147,29,2020-12-21 10:30:35,26.2,3.5,39.8,14.72,-0.3,3939.0,87.9,6.96,None,179.4,0.323
1776,396,28,2019-01-01 05:27:18,1913.6,1.19,17.6,2.65,4.78,3976.0,69.3,77.25,None,84.8,0.227
1777,489,48,2024-05-08 13:23:37,2534.6,7.09,9.1,18.28,7.38,21058.0,73.0,92.67,None,16.9,0.717
1778,455,18,2022-01-24 15:28:58,3526.0,6.82,9.0,6.93,-0.36,33650.0,36.7,57.17,Perennial,179.8,0.293
1779,356,42,2021-01-31 23:42:38,4316.2,7.02,78.1,15.48,0.13,24520.0,87.6,17.58,Seasonal,16.3,0.991
1780,483,39,2024-07-31 20:06:49,2465.4,7.95,98.1,8.57,5.15,8661.0,64.1,70.78,Perennial,235.0,0.297
1781,205,21,2021-08-09 21:31:09,384.1,3.57,93.1,3.15,1.75,41400.0,11.5,62.47,Ephemeral,113.6,0.852
1782,154,46,2019-08-31 21:43:41,2505.0,6.31,28.3,8.82,4.76,37352.0,30.1,49.15,Ephemeral,88.6,0.337
1783,131,9,2024-08-04 05:04:17,570.5,0.69,38.1,2.43,5.38,15756.0,44.7,55.24,Ephemeral,41.5,0.795
1784,357,2,2021-07-31 15:35:18,158.1,0.37,96.2,2.96,7.79,24833.0,96.3,41.17,Perennial,267.1,0.443
1785,385,6,2020-07-14 18:46:37,2863.2,1.12,40.6,3.32,8.64,13504.0,89.1,62.78,Seasonal,326.8,0.453
1786,253,56,2018-07-19 03:06:12,370.4,3.74,70.9,15.33,9.06,21727.0,15.8,23.41,None,316.6,0.882
1787,215,22,2018-10-12 19:38:26,3886.9,1.99,70.5,9.88,6.84,3076.0,77.8,98.76,Ephemeral,63.9,0.78
1788,56,45,2023-12-30 03:36:49,1324.9,1.46,96.9,16.98,-1.33,33633.0,74.8,27.21,Ephemeral,387.0,0.16
1789,13,31,2023-12-23 08:25:07,4700.3,0.57,34.6,10.14,8.21,24977.0,34.6,39.64,Ephemeral,131.6,0.435
1790,191,18,2022-08-15 05:11:48,4937.7,5.32,82.0,15.93,8.48,15939.0,61.8,21.17,Ephemeral,425.7,0.995
1791,417,57,2018-03-08 23:32:23,3226.4,1.65,79.7,10.22,2.55,44217.0,78.1,45.82,Ephemeral,109.9,0.07
1792,173,36,2018-07-20 20:49:57,1041.7,3.38,66.2,8.96,0.18,15426.0,92.7,63.33,Perennial,127.0,0.733
1793,133,25,2020-08-28 08:20:15,56.2,4.9,82.0,3.33,6.97,19121.0,70.9,21.11,None,198.5,0.253
1794,411,33,2024-08-01 18:06:02,4214.5,0.4,2.7,4.59,5.67,260.0,20.5,83.43,Ephemeral,476.2,0.242
1795,303,32,2018-08-19 01:04:01,4750.2,4.37,93.8,10.65,0.9,16307.0,48.6,50.93,Perennial,329.5,0.448
1796,448,12,2020-04-25 08:05:20,3590.4,7.6,76.5,0.24,5.78,28542.0,71.2,29.37,Ephemeral,406.8,0.515
1797,445,22,2021-04-05 21:46:51,591.0,4.69,64.1,5.29,1.42,19711.0,52.9,78.43,Ephemeral,260.9,0.058
1798,17,21,2018-07-02 00:07:20,4137.0,2.37,27.7,17.36,-1.89,36003.0,99.9,77.97,None,376.6,0.356
1799,312,23,2024-02-21 04:26:42,1860.7,8.59,94.4,2.72,1.19,15091.0,48.1,52.71,Ephemeral,149.5,0.41
1800,295,50,2023-06-29 11:31:27,2619.1,1.62,64.7,5.87,6.87,32649.0,61.6,42.65,None,293.9,0.567
1801,281,58,2022-07-04 17:39:45,1219.8,3.01,12.5,14.59,4.31,3167.0,96.7,45.15,None,67.3,0.551
1802,186,38,2021-05-23 08:59:31,4263.4,9.68,70.2,11.03,7.9,37806.0,25.6,93.66,Seasonal,87.1,0.158
1803,440,51,2021-03-26 02:15:01,1473.4,1.87,26.5,5.14,-0.14,10033.0,32.2,46.27,Perennial,94.8,0.02
1804,18,60,2023-02-18 13:50:45,2773.3,7.14,3.9,3.26,8.87,18210.0,49.6,19.23,Seasonal,370.4,0.066
1805,105,61,2021-06-28 05:31:04,2797.3,9.78,37.7,10.01,8.61,43531.0,54.6,15.31,None,163.6,0.352
1806,362,55,2019-08-22 12:23:53,4204.2,3.49,56.2,8.74,2.26,28947.0,10.4,2.48,Ephemeral,11.5,0.726
1807,205,21,2022-01-20 04:30:12,1131.9,1.62,60.2,0.97,-2.0,5767.0,96.4,77.23,Perennial,227.6,0.767
1808,452,34,2023-01-04 05:51:16,3154.9,5.24,95.3,4.74,8.56,24346.0,92.1,41.35,Perennial,355.4,0.803
1809,3,47,2018-12-28 03:43:34,4443.0,1.32,18.1,19.05,3.42,2301.0,77.8,70.53,Ephemeral,499.7,0.066
1810,476,22,2024-01-19 13:57:41,4350.7,8.14,7.9,0.59,0.66,29409.0,79.5,43.19,Seasonal,421.6,0.425
1811,475,57,2021-04-02 01:55:45,768.5,7.88,74.5,12.24,4.22,29518.0,75.0,79.85,Seasonal,291.5,0.416
1812,122,33,2024-11-14 14:12:54,2479.8,5.27,67.7,16.98,3.35,23104.0,35.3,61.45,Perennial,125.6,0.186
1813,2,16,2019-07-25 16:38:44,4970.8,7.15,93.9,6.01,6.49,6309.0,9.2,12.49,None,322.9,0.372
1814,96,6,2022-03-20 00:38:56,1804.7,0.66,44.2,8.56,6.4,33074.0,43.3,32.12,Perennial,391.2,0.937
1815,436,18,2018-12-09 10:03:40,3320.4,6.47,41.2,5.93,4.39,19284.0,19.0,35.38,Seasonal,434.8,0.661
1816,396,28,2024-07-15 12:40:46,307.5,6.11,89.9,4.23,-0.16,24184.0,87.0,7.65,Perennial,483.8,0.72
1817,69,58,2021-01-29 17:38:33,3345.0,6.52,24.7,9.79,6.27,46736.0,5.7,19.32,None,171.1,0.566
1818,112,20,2018-11-17 23:43:58,2609.1,1.84,69.7,10.58,5.91,43628.0,48.1,18.88,Ephemeral,283.5,0.269
1819,444,1,2018-05-22 10:49:43,4667.6,0.4,41.2,10.61,8.53,24367.0,52.4,20.39,Perennial,82.9,0.649
1820,105,61,2022-09-12 23:16:12,1951.4,8.27,6.6,7.33,1.2,31073.0,36.9,36.05,Ephemeral,216.7,0.707
1821,63,21,2022-04-05 20:58:05,3231.9,3.39,44.5,10.48,4.32,29376.0,94.6,90.85,Seasonal,130.0,0.758
1822,130,31,2019-12-20 05:12:03,565.3,4.58,40.9,16.38,9.38,9135.0,16.8,1.37,Ephemeral,393.4,0.477
1823,318,57,2024-12-12 05:14:17,1373.4,1.39,41.8,18.4,3.64,21148.0,43.9,32.13,Perennial,294.0,0.662
1824,261,20,2022-12-30 19:55:27,3415.3,9.38,56.0,15.96,-0.05,708.0,78.4,52.78,Seasonal,70.0,0.677
1825,260,51,2020-02-10 15:04:14,2750.4,9.65,30.5,11.17,5.58,13145.0,78.2,46.53,Perennial,349.4,0.711
1826,264,39,2024-06-06 17:13:27,4016.3,1.98,100.0,19.72,4.73,33888.0,80.3,42.45,Seasonal,207.5,0.272
1827,150,17,2019-04-13 06:22:03,2599.1,8.88,53.2,6.6,-0.52,8697.0,67.6,84.38,Ephemeral,407.6,0.073
1828,484,10,2019-02-05 16:42:39,2841.8,6.44,14.6,17.11,0.2,34338.0,83.4,42.33,Perennial,237.9,0.626
1829,50,58,2023-09-19 03:26:32,235.4,6.7,80.9,5.1,0.42,21341.0,27.8,22.22,Perennial,103.6,0.085
1830,447,12,2022-01-22 10:25:14,547.2,4.86,75.3,8.55,8.98,38509.0,46.3,44.9,Perennial,49.2,0.871
1831,230,59,2024-10-29 23:51:26,4666.6,1.44,78.1,16.64,2.95,30491.0,45.4,87.61,Seasonal,57.9,0.248
1832,15,17,2024-07-23 04:57:03,2932.0,3.96,58.2,19.61,0.74,2229.0,30.5,42.7,Seasonal,332.1,0.81
1833,141,24,2018-01-30 21:08:56,4575.4,0.8,1.8,15.19,2.73,176.0,40.5,54.78,Seasonal,143.6,0.429
1834,170,32,2024-03-31 18:46:31,1579.5,3.06,34.2,7.22,-0.77,17256.0,44.9,78.8,Perennial,106.5,0.389
1835,385,6,2023-06-21 02:37:55,3547.3,9.11,81.9,6.59,4.66,28154.0,74.5,30.16,None,301.2,0.613
1836,61,28,2019-10-16 16:53:38,3651.4,5.1,3.8,11.76,-0.95,31508.0,73.5,55.51,Ephemeral,186.7,0.576
1837,174,33,2021-04-20 04:02:17,2333.9,0.83,41.2,19.03,3.19,19416.0,49.2,38.22,Seasonal,234.9,0.395
1838,152,25,2021-10-08 23:33:54,4808.5,9.0,41.2,9.5,9.35,41783.0,28.8,20.87,Ephemeral,309.0,0.525
1839,75,15,2023-03-11 02:16:27,3671.5,0.3,72.6,1.32,3.43,28351.0,9.1,35.25,Perennial,369.3,0.99
1840,84,9,2024-10-14 19:31:39,63.9,6.01,53.6,15.07,6.04,14160.0,49.6,70.07,Seasonal,24.4,0.456
1841,121,57,2022-02-18 21:51:55,1647.8,5.04,72.2,14.49,-1.91,6882.0,45.2,88.04,Ephemeral,288.1,0.865
1842,131,9,2020-11-28 03:00:41,2471.4,3.98,36.5,13.67,6.56,16069.0,69.8,73.9,None,332.5,0.375
1843,107,47,2022-01-15 04:18:36,3604.0,2.59,29.0,16.04,8.62,43136.0,91.4,16.3,None,334.2,0.323
1844,462,13,2020-07-03 18:45:38,3366.8,7.73,91.1,16.57,1.65,33268.0,36.5,66.09,None,421.9,0.868
1845,201,13,2018-04-08 06:38:29,2839.4,0.82,3.3,15.93,6.56,30427.0,99.7,55.37,Seasonal,195.9,0.542
1846,81,61,2019-12-31 23:51:22,3921.8,7.9,33.7,17.27,-0.66,34298.0,66.6,62.17,Seasonal,180.9,0.385
1847,86,16,2023-06-13 08:43:46,1296.7,2.98,9.4,17.0,0.48,21581.0,36.4,90.4,Ephemeral,283.6,0.979
1848,3,47,2018-10-12 05:34:43,2246.8,1.74,69.7,6.29,0.55,44704.0,9.2,95.05,Ephemeral,155.4,0.644
1849,364,17,2022-03-18 23:31:18,3820.8,9.99,94.3,7.07,0.12,18611.0,27.9,42.25,None,15.2,0.108
1850,272,61,2023-03-31 21:11:44,2030.8,5.9,81.3,15.54,1.48,1906.0,85.5,51.89,Perennial,369.4,0.675
1851,209,48,2021-01-25 03:12:38,3770.1,4.08,4.9,12.93,4.75,46895.0,83.4,56.1,Seasonal,95.2,0.832
1852,350,18,2019-04-05 10:25:44,4992.1,6.02,47.5,18.76,1.15,13729.0,82.8,0.61,Ephemeral,270.8,0.951
1853,34,25,2024-11-02 10:39:08,358.0,2.6,26.3,2.76,5.32,25199.0,62.6,96.97,Seasonal,486.8,0.408
1854,482,6,2018-07-13 20:26:54,2564.6,8.19,36.2,0.2,6.6,10368.0,46.4,4.72,Perennial,294.6,0.302
1855,53,12,2020-02-01 23:16:33,664.0,3.24,15.9,6.01,-1.48,35896.0,27.9,63.5,Seasonal,428.1,0.993
1856,229,62,2020-05-10 07:10:40,4927.8,5.95,17.8,18.22,9.14,197.0,14.7,8.86,Perennial,495.8,0.999
1857,223,44,2018-03-31 22:56:27,2257.1,0.94,96.7,8.87,3.74,26670.0,18.4,60.17,Seasonal,203.4,0.828
1858,158,29,2019-12-13 06:08:49,568.8,3.19,71.1,14.73,-0.45,21481.0,50.7,38.09,Seasonal,186.0,0.859
1859,402,22,2018-09-15 21:33:25,504.6,2.47,53.9,17.5,1.48,6997.0,88.2,19.42,Seasonal,288.6,0.874
1860,45,11,2022-06-25 03:18:50,347.6,7.83,17.9,10.17,7.99,5387.0,24.5,76.97,Ephemeral,296.5,0.286
1861,404,11,2020-08-29 16:32:13,1384.6,6.3,2.3,9.12,-0.17,14042.0,22.4,80.7,None,23.3,0.012
1862,280,10,2023-07-05 12:13:44,2841.3,3.77,25.7,11.01,8.91,5769.0,10.6,82.87,None,393.7,0.412
1863,440,51,2019-10-13 18:43:01,29.4,4.72,84.5,16.31,9.6,12837.0,71.1,55.71,Ephemeral,10.6,0.596
1864,342,3,2020-11-08 00:02:55,611.2,6.33,87.8,1.15,8.64,32782.0,99.6,96.67,Perennial,406.8,0.152
1865,287,12,2020-05-22 01:43:12,288.4,3.04,81.7,6.04,-0.08,6634.0,83.8,12.75,Seasonal,307.8,0.647
1866,208,34,2018-01-25 20:06:57,4184.8,2.16,37.4,12.55,8.74,32008.0,12.1,56.35,Seasonal,394.5,0.581
1867,63,21,2021-12-31 00:50:22,3411.3,7.66,7.4,19.03,5.51,32575.0,56.6,23.84,Ephemeral,255.5,0.2
1868,427,53,2022-02-14 00:31:27,3376.0,0.55,61.0,6.75,8.05,25563.0,51.8,62.73,Perennial,172.0,0.472
1869,41,34,2021-07-25 12:37:56,2523.7,6.8,83.5,19.06,7.24,46657.0,33.2,19.75,Ephemeral,347.2,0.348
1870,52,54,2021-02-19 23:24:48,2045.4,1.23,72.4,18.28,9.78,46124.0,21.8,71.22,Perennial,475.6,0.987
1871,196,48,2023-08-10 00:44:04,910.6,0.3,27.4,19.96,9.95,3959.0,48.0,9.53,Ephemeral,258.2,0.174
1872,368,31,2022-08-30 03:14:44,3405.1,2.82,86.9,11.32,3.65,17597.0,54.6,29.92,Perennial,485.8,0.767
1873,267,8,2021-06-27 03:04:11,721.4,4.37,95.5,0.96,-0.71,14916.0,18.4,3.91,None,463.7,0.8
1874,9,21,2023-10-21 16:38:49,2916.5,6.84,71.1,2.67,-0.46,4635.0,61.1,89.4,None,303.1,0.222
1875,283,10,2021-03-08 10:51:42,3683.7,0.75,26.3,19.1,6.94,48104.0,76.8,65.48,None,295.1,0.671
1876,351,12,2018-05-14 04:49:17,1145.5,4.45,50.7,18.54,1.42,41719.0,88.8,42.33,Ephemeral,414.3,0.597
1877,376,55,2022-08-11 09:27:27,3889.3,5.1,94.0,11.84,8.01,18372.0,78.0,29.47,Seasonal,105.2,0.43
1878,140,5,2024-05-04 10:16:56,3060.0,9.93,77.3,3.24,-1.54,3267.0,54.9,27.85,Perennial,123.9,0.64
1879,273,23,2018-03-31 00:15:54,1974.7,1.77,5.1,5.93,-0.21,11274.0,99.2,46.57,None,234.9,0.206
1880,307,27,2019-12-24 11:44:17,1520.7,1.74,29.6,4.65,1.92,2350.0,66.4,54.32,Seasonal,408.4,0.195
1881,130,31,2020-05-30 16:11:15,1401.3,7.41,20.0,13.88,9.54,30402.0,72.3,55.72,Seasonal,210.9,0.226
1882,488,17,2020-09-01 05:39:44,1760.0,3.85,49.2,0.72,-0.59,4877.0,15.6,5.88,None,240.6,0.34
1883,395,53,2020-12-25 03:22:08,1778.7,8.04,14.4,15.2,2.01,21012.0,2.5,11.1,Seasonal,70.0,0.075
1884,104,21,2020-07-22 19:16:51,4987.5,4.26,13.6,18.12,4.63,36817.0,79.0,63.63,Perennial,214.4,0.137
1885,469,21,2024-12-04 10:51:52,783.6,6.74,29.4,16.67,8.0,1514.0,58.9,84.44,Seasonal,152.0,0.344
1886,24,8,2020-01-23 11:43:17,2310.7,3.86,11.8,18.5,8.46,41555.0,97.4,69.96,Ephemeral,284.8,0.623
1887,195,6,2018-04-16 20:44:19,2099.2,7.25,36.9,16.76,4.54,34701.0,0.5,15.17,None,289.1,0.445
1888,396,28,2020-04-16 20:34:19,2302.4,5.68,58.1,15.4,1.47,7969.0,17.0,30.28,Seasonal,359.6,0.395
1889,324,43,2018-07-14 17:49:13,3064.0,0.08,95.7,11.41,5.17,35379.0,26.0,62.41,Perennial,134.9,0.045
1890,17,21,2021-05-25 14:35:09,1895.6,0.99,59.0,13.84,8.52,39583.0,83.3,74.34,Ephemeral,258.2,0.523
1891,27,58,2022-08-01 19:07:10,2400.8,7.87,27.0,4.97,-0.09,27592.0,91.2,66.55,None,216.6,0.606
1892,393,48,2019-12-07 04:21:58,3453.0,7.83,83.5,4.43,2.05,26359.0,27.3,62.28,Perennial,476.0,0.973
1893,140,5,2021-02-26 01:28:54,3635.8,3.41,68.1,7.75,1.27,4213.0,3.4,25.93,Ephemeral,322.2,0.991
1894,433,62,2021-11-06 04:24:31,1118.5,4.4,91.5,6.01,6.05,24081.0,57.5,75.09,Ephemeral,377.7,0.666
1895,14,37,2019-09-23 11:53:15,3483.0,6.26,32.8,7.09,5.92,43564.0,21.8,23.14,None,246.1,0.51
1896,314,31,2021-05-23 16:58:03,3729.1,3.68,46.6,8.48,1.54,9893.0,48.6,96.03,Seasonal,486.0,0.776
1897,74,43,2021-12-30 15:28:28,328.9,1.76,45.9,13.28,4.13,20985.0,73.1,83.43,Seasonal,480.2,0.211
1898,63,21,2023-07-28 22:16:07,3136.5,5.22,81.3,13.44,-1.67,35807.0,17.1,13.67,None,197.6,0.509
1899,235,36,2021-07-12 15:34:19,2017.5,7.12,33.9,17.16,9.01,22470.0,5.4,57.65,None,267.5,0.956
1900,496,32,2018-09-20 06:19:47,2053.8,6.78,33.2,1.46,3.51,10731.0,50.8,56.06,Ephemeral,132.5,0.454
1901,289,31,2021-06-08 19:34:12,4371.6,9.42,2.6,7.92,2.83,43655.0,35.4,53.66,Seasonal,418.4,0.134
1902,484,10,2021-03-02 17:10:05,4392.2,7.61,61.4,18.63,9.16,13805.0,10.7,4.5,Ephemeral,394.8,0.978
1903,210,17,2018-12-07 22:48:02,1102.3,2.92,96.2,1.85,4.9,6907.0,99.3,70.66,Ephemeral,417.1,0.685
1904,364,17,2022-10-23 05:47:39,3072.7,9.52,40.4,14.53,2.78,6955.0,92.8,20.99,None,86.0,0.883
1905,182,2,2018-06-23 14:28:07,1553.1,9.69,38.7,1.12,5.36,18959.0,26.9,59.67,Perennial,92.8,0.974
1906,491,17,2022-02-02 03:17:12,1556.6,9.96,64.4,13.23,5.48,45813.0,25.7,55.66,Ephemeral,31.9,0.701
1907,474,23,2018-03-02 13:38:48,4818.0,4.13,81.6,8.24,-0.09,16425.0,35.5,50.92,None,121.7,0.365
1908,400,48,2024-06-28 22:13:36,2976.4,3.39,58.7,11.45,-0.6,16612.0,5.8,17.68,None,8.5,0.366
